child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes,all_dois,vivc_derived_from,vivc_primary_doi,vivc_unloaded_dois
PLANT DE BRUNEL,JURANCON NOIR,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GRENACHE = GARNACHA X JURANCON NOIR,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BIDH EL H'MEM (RAF RAF),HEPTAKILO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEPTAKILO X MAYORQUIN = FARANA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BIDH EL H'MEM (RAF RAF),MAYORQUIN = FARANA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEPTAKILO X MAYORQUIN = FARANA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
SANTA MARIA,VERNACCIA DI ORISTANO,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,VERNACCIA DI ORISTANO X PENSICATO,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
SANTA MARIA,PENSICATO,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,VERNACCIA DI ORISTANO X PENSICATO,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
CELTICA,RIESLING ITALICO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020),10.3389/fpls.2020.605934,,confirmed,RIESLING ITALICO X CHARDONNAY,10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020,10.3389/fpls.2020.605934,
CELTICA,CHARDONNAY,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020),10.3389/fpls.2020.605934,,confirmed,RIESLING ITALICO X CHARDONNAY,10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020,10.3389/fpls.2020.605934,
ALZEY 7672,MADELEINE ANGEVINE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MADELEINE ANGEVINE X RIESLING WEISS,,none,,
ALZEY 7672,RIESLING WEISS,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MADELEINE ANGEVINE X RIESLING WEISS,,none,,
CASTELOA,ALFROCHEIRO,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,ALFROCHEIRO X CAYETANA BLANCA,10.3389/fpls.2020.00127; 10.5073/vitis.2015.54.special-issue.59-65,Cunha 2020,10.3389/fpls.2020.00127,10.5073/vitis.2015.54.special-issue.59-65
CASTELOA,CAYETANA BLANCA,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,ALFROCHEIRO X CAYETANA BLANCA,10.3389/fpls.2020.00127; 10.5073/vitis.2015.54.special-issue.59-65,Cunha 2020,10.3389/fpls.2020.00127,10.5073/vitis.2015.54.special-issue.59-65
DUNA GYOENGYE,SEIBEL 4986,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 4986 X PARENT 2 WAS NOT CONFIRMED,,none,,
DUNA GYOENGYE,PARENT 2 WAS NOT CONFIRMED,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 4986 X PARENT 2 WAS NOT CONFIRMED,,none,,
MORAVIA DULCE,MOURISCO TINTO = MARUFO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MOURISCO TINTO = MARUFO X VALENCI BLANCO = BEBA,10.1007/s00122-012-1988-2; 10.1007/s10722-013-0064-3,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s10722-013-0064-3
MORAVIA DULCE,VALENCI BLANCO = BEBA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MOURISCO TINTO = MARUFO X VALENCI BLANCO = BEBA,10.1007/s00122-012-1988-2; 10.1007/s10722-013-0064-3,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s10722-013-0064-3
VERDIAL TINTO,MARUFO,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,MARUFO X MALVASIA FINA,10.3389/fpls.2020.00127,Cunha 2020,10.3389/fpls.2020.00127,
VERDIAL TINTO,MALVASIA FINA,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,MARUFO X MALVASIA FINA,10.3389/fpls.2020.00127,Cunha 2020,10.3389/fpls.2020.00127,
ROGER'S RED,VITIS CALIFORNICA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,VITIS CALIFORNICA X ALICANTE BOUSCHET,,none,,
ROGER'S RED,ALICANTE BOUSCHET,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,VITIS CALIFORNICA X ALICANTE BOUSCHET,,none,,
MARGOT,MERLOT,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1371/journal.pone.0240665,,confirmed,MERLOT X VILLARD NOIR,10.1371/journal.pone.0240665,none,10.1371/journal.pone.0240665,10.1371/journal.pone.0240665
MARGOT,VILLARD NOIR,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1371/journal.pone.0240665,,confirmed,MERLOT X VILLARD NOIR,10.1371/journal.pone.0240665,none,10.1371/journal.pone.0240665,10.1371/journal.pone.0240665
SAGRESTANA,PICOLIT,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-64061-w,,confirmed,PICOLIT X VERDUZZO FRIULANO,10.1038/s41598-020-64061-w,none,10.1038/s41598-020-64061-w,10.1038/s41598-020-64061-w
SAGRESTANA,VERDUZZO FRIULANO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-64061-w,,confirmed,PICOLIT X VERDUZZO FRIULANO,10.1038/s41598-020-64061-w,none,10.1038/s41598-020-64061-w,10.1038/s41598-020-64061-w
FRUEHER BLAUER WAELSCHER X FARBTRAUBE NR. 4,LASKA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,LASKA X TEINTURIER,,none,,
FRUEHER BLAUER WAELSCHER X FARBTRAUBE NR. 4,TEINTURIER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,LASKA X TEINTURIER,,none,,
CALLET NEGRELLA,BEBA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BEBA X GIRO SARDO,10.1007/s00122-012-1988-2; 10.1007/s10722-011-9706-5,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s10722-011-9706-5
CALLET NEGRELLA,GIRO SARDO,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BEBA X GIRO SARDO,10.1007/s00122-012-1988-2; 10.1007/s10722-011-9706-5,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s10722-011-9706-5
GAFARRO,CALLET CAS CONCOS,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s10722-011-9706-5,,confirmed,CALLET CAS CONCOS X FOGENEU,10.1007/s10722-011-9706-5,none,10.1007/s10722-011-9706-5,10.1007/s10722-011-9706-5
GAFARRO,FOGENEU,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s10722-011-9706-5,,confirmed,CALLET CAS CONCOS X FOGENEU,10.1007/s10722-011-9706-5,none,10.1007/s10722-011-9706-5,10.1007/s10722-011-9706-5
CABESTREL,MOURVEDRE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MOURVEDRE X CABERNET SAUVIGNON,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
CABESTREL,CABERNET SAUVIGNON,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MOURVEDRE X CABERNET SAUVIGNON,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ALBILLA DORADA,MORAVIA DULCE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s10722-013-0064-3,,confirmed,MORAVIA DULCE X TEMPRANILLO,10.1007/s10722-013-0064-3,none,10.1007/s10722-013-0064-3,10.1007/s10722-013-0064-3
ALBILLA DORADA,TEMPRANILLO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s10722-013-0064-3,,confirmed,MORAVIA DULCE X TEMPRANILLO,10.1007/s10722-013-0064-3,none,10.1007/s10722-013-0064-3,10.1007/s10722-013-0064-3
AG BEILAGANI,SHAANI BELYI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SHAANI BELYI X TAIFI ROZOVYI,,none,,
AG BEILAGANI,TAIFI ROZOVYI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SHAANI BELYI X TAIFI ROZOVYI,,none,,
NOVRAST,SHAFEI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SHAFEI X SATENI BELYI,,none,,
NOVRAST,SATENI BELYI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SHAFEI X SATENI BELYI,,none,,
SUPREME,PARENT 1 WAS NOT CONFIRMED,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.21273/JASHS.133.4.559,,confirmed,PARENT 1 WAS NOT CONFIRMED X DIXIELAND,10.21273/JASHS.133.4.559,none,10.21273/JASHS.133.4.559,10.21273/JASHS.133.4.559
SUPREME,DIXIELAND,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.21273/JASHS.133.4.559,,confirmed,PARENT 1 WAS NOT CONFIRMED X DIXIELAND,10.21273/JASHS.133.4.559,none,10.21273/JASHS.133.4.559,10.21273/JASHS.133.4.559
SMENA,DATTIER DE SAINT VALLIER,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,DATTIER DE SAINT VALLIER X DEKORATIVNII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
SMENA,DEKORATIVNII,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,DATTIER DE SAINT VALLIER X DEKORATIVNII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
KUMBULLOR I ZI,TAJKA E KUQE/TAJKA ROZE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2015.54.special-issue.127-131,,confirmed,TAJKA E KUQE/TAJKA ROZE X KOSINJOT,10.5073/vitis.2015.54.special-issue.127-131,none,10.5073/vitis.2015.54.special-issue.127-131,10.5073/vitis.2015.54.special-issue.127-131
KUMBULLOR I ZI,KOSINJOT,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2015.54.special-issue.127-131,,confirmed,TAJKA E KUQE/TAJKA ROZE X KOSINJOT,10.5073/vitis.2015.54.special-issue.127-131,none,10.5073/vitis.2015.54.special-issue.127-131,10.5073/vitis.2015.54.special-issue.127-131
LAMBRUSCA PIGNATA,DOUX D'HENRY N.,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-72799-6,,confirmed,DOUX D'HENRY N. X CHATUS N.,10.1038/s41598-020-72799-6,none,10.1038/s41598-020-72799-6,10.1038/s41598-020-72799-6
LAMBRUSCA PIGNATA,CHATUS N.,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-72799-6,,confirmed,DOUX D'HENRY N. X CHATUS N.,10.1038/s41598-020-72799-6,none,10.1038/s41598-020-72799-6,10.1038/s41598-020-72799-6
NEBBIOLO GABARDIN,CHATUS N.,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-72799-6,,confirmed,CHATUS N. X NERETTA CUNEESE N.,10.1038/s41598-020-72799-6,none,10.1038/s41598-020-72799-6,10.1038/s41598-020-72799-6
NEBBIOLO GABARDIN,NERETTA CUNEESE N.,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-72799-6,,confirmed,CHATUS N. X NERETTA CUNEESE N.,10.1038/s41598-020-72799-6,none,10.1038/s41598-020-72799-6,10.1038/s41598-020-72799-6
PRIMATICCIA,CROATINA N.,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-72799-6,,confirmed,CROATINA N. X LAMBRUSCA DI ALESSANDRIA N.,10.1038/s41598-020-72799-6,none,10.1038/s41598-020-72799-6,10.1038/s41598-020-72799-6
PRIMATICCIA,LAMBRUSCA DI ALESSANDRIA N.,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-72799-6,,confirmed,CROATINA N. X LAMBRUSCA DI ALESSANDRIA N.,10.1038/s41598-020-72799-6,none,10.1038/s41598-020-72799-6,10.1038/s41598-020-72799-6
CASTELO BRANCO,FERNAO PIRES,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,FERNAO PIRES X DIAGALVES,10.3389/fpls.2020.00127,Cunha 2020,10.3389/fpls.2020.00127,
CASTELO BRANCO,DIAGALVES,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,FERNAO PIRES X DIAGALVES,10.3389/fpls.2020.00127,Cunha 2020,10.3389/fpls.2020.00127,
DIVICO,GAMARET,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,GAMARET X BRONNER,,none,,
DIVICO,BRONNER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,GAMARET X BRONNER,,none,,
TAVKVERI CARTALINSKY,DIAMANTTRAUBE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DIAMANTTRAUBE X OLIVETTE ROSE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
TAVKVERI CARTALINSKY,OLIVETTE ROSE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DIAMANTTRAUBE X OLIVETTE ROSE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ZAGADKA,GERKULES,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,GERKULES X DATTIER DE SAINT VALLIER,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ZAGADKA,DATTIER DE SAINT VALLIER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,GERKULES X DATTIER DE SAINT VALLIER,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
DOBRINIA,CABERNET SAUVIGNON,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,CABERNET SAUVIGNON X RUPESTRIS DU LOT,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
DOBRINIA,RUPESTRIS DU LOT,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,CABERNET SAUVIGNON X RUPESTRIS DU LOT,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ETUD,DATTIER DE SAINT VALLIER,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,DATTIER DE SAINT VALLIER X DEKORATIVNII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ETUD,DEKORATIVNII,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,DATTIER DE SAINT VALLIER X DEKORATIVNII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
JANTAR TAIROVSKIY,ZAGADKA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,ZAGADKA X VOSTORG,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
JANTAR TAIROVSKIY,VOSTORG,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,ZAGADKA X VOSTORG,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
JARILO,GOECSEJI ZAMATOS,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,GOECSEJI ZAMATOS X RODNICHOK,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
JARILO,RODNICHOK,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,GOECSEJI ZAMATOS X RODNICHOK,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ODISSEY,ZAGADKA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,ZAGADKA X VOSTORG,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ODISSEY,VOSTORG,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,ZAGADKA X VOSTORG,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
OGONIOK TAIROVSKIY,DATTIER DE SAINT VALLIER,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,DATTIER DE SAINT VALLIER X DEKORATIVNII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
OGONIOK TAIROVSKIY,DEKORATIVNII,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,DATTIER DE SAINT VALLIER X DEKORATIVNII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ORIGINAL BELIY,CHAOUCH BILII,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,CHAOUCH BILII X DATTIER DE SAINT VALLIER,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ORIGINAL BELIY,DATTIER DE SAINT VALLIER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,CHAOUCH BILII X DATTIER DE SAINT VALLIER,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
PODAROK SELEKCIONERA,AGAT DONSKII,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,AGAT DONSKII X KOBZAR,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
PODAROK SELEKCIONERA,KOBZAR,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,AGAT DONSKII X KOBZAR,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
UKRAINSKII 85,CHAOUCH ROSE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,CHAOUCH ROSE X IRSAI OLIVER,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
UKRAINSKII 85,IRSAI OLIVER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,CHAOUCH ROSE X IRSAI OLIVER,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ZAGREY,ALIGOTE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,ALIGOTE X OVIDIOPOL'SKII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
ZAGREY,OVIDIOPOL'SKII,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,ALIGOTE X OVIDIOPOL'SKII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
EBADI I 21,RAJABI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RAJABI X YAGHUTI,,none,,
EBADI I 21,YAGHUTI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RAJABI X YAGHUTI,,none,,
EBADI K 67,ALIBABA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALIBABA X RED SULTANA,,none,,
EBADI K 67,RED SULTANA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALIBABA X RED SULTANA,,none,,
EBADI R 80,DIZMARI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DIZMARI X ASKARI,,none,,
EBADI R 80,ASKARI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DIZMARI X ASKARI,,none,,
EBADI I 73,RAJABI SEFID,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RAJABI SEFID X YAGHOOTI,,none,,
EBADI I 73,YAGHOOTI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RAJABI SEFID X YAGHOOTI,,none,,
EBADI A 119,MUSCAT,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MUSCAT X ASKARI,,none,,
EBADI A 119,ASKARI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MUSCAT X ASKARI,,none,,
EBADI R 84,ALIBABA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALIBABA X ASKARI,,none,,
EBADI R 84,ASKARI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALIBABA X ASKARI,,none,,
EBADI B 98,RAJABI SEFID,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RAJABI SEFID X SULTANA,,none,,
EBADI B 98,SULTANA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RAJABI SEFID X SULTANA,,none,,
EBADI S 40,ALHAGI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALHAGI X YAGHOOTI,,none,,
EBADI S 40,YAGHOOTI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALHAGI X YAGHOOTI,,none,,
EBADI K 93,DIZMARY,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DIZMARY X SULTANA,,none,,
EBADI K 93,SULTANA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DIZMARY X SULTANA,,none,,
EBADI S 55,ALIBABA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALIBABA X YAGHOOTI,,none,,
EBADI S 55,YAGHOOTI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALIBABA X YAGHOOTI,,none,,
EBADI L 125,RAJABI SEFID,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RAJABI SEFID X RED SULTANA,,none,,
EBADI L 125,RED SULTANA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RAJABI SEFID X RED SULTANA,,none,,
EBADI S 54,ALIBABA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALIBABA  X YAGHOOTI,,none,,
EBADI S 54,YAGHOOTI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ALIBABA  X YAGHOOTI,,none,,
AIT HAMAMA,AMOKRANE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,AMOKRANE X AREKAK,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AIT HAMAMA,AREKAK,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,AMOKRANE X AREKAK,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AROMATICA ROSE,CARDINAL,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CARDINAL X SULTANINA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AROMATICA ROSE,SULTANINA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CARDINAL X SULTANINA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ASSARIO BLANC FEMELLE,HEBIEN,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEBEN X MUSCAT D'ALEXANDRIE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ASSARIO BLANC FEMELLE,MUSCAT D'ALEXANDRIE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEBEN X MUSCAT D'ALEXANDRIE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ATOMIC,CRIOLLA GRANDE SANJUANINA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CRIOLLA GRANDE SANJUANINA X GROS COLMAN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ATOMIC,GROS COLMAN,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CRIOLLA GRANDE SANJUANINA X GROS COLMAN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AUTOFECONDATION CHASSELAS ROSE 18 FAUX,MUSCAT A PETITS GRAINS,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT A PETITS GRAINS X CHASSELAS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AUTOFECONDATION CHASSELAS ROSE 18 FAUX,CHASSELAS,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT A PETITS GRAINS X CHASSELAS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
