unresolved_name,n_sources,tier,suggested_canonical,all_candidates,sources_referencing,synonyms_from_sources,grin_accession_id,action,notes
F MAROCAIN NOIR,1,tier3,MAROCAIN NOIR,MAROCAIN NOIR | PINOT NOIR | GAMAY NOIR | MERLOT NOIR | GRAND NOIR | ROUMI NOIR | ARAMON NOIR | MANSENG NOIR | CAMARAOU NOIR | CARIGNAN NOIR,lacombe 2013,,,,
F MATHIASZ JANOSNE = MATHIASZ 210,1,tier3,MATHIASZ JANOSNE,MATHIASZ JANOSNE | MATHIASZ 135 | MATHIASZ 166 | MATHIASZ 179 | MATHIASZ 219 | MATHIASZ 221 | MATHIASZ 224 | MATHIASZ PISTA | MATHIASZ ROZSI | MATHIASZ JOZSEF,lacombe 2013,,,,
F MAVRODAPHNI,1,tier3,MAVRODAPHNI,MAVRODAPHNI,lacombe 2013,,,,
F MORRASTEL = GRACIANO,1,tier3,GRACIANO,GRACIANO | MORRASTEL BOUSCHET | MORRASTEL FAUX | GRACIANO DORATO | BOUSCHET PETIT X MORRASTEL 3 | BOUSCHET PETIT X MORRASTEL 5 | BOUSCHET PETIT X MORRASTEL 7 | MORRASTEL BOUSCHET A PETITS GRAINS | BOUSCHET PETIT X MORRASTEL FLEURI 1 | MORRASTEL BOUSCHET A FEUILLES LISSES,lacombe 2013,,,,
F MOURVÈDRE = MONASTRELL,1,tier3,MONASTRELL,MONASTRELL,lacombe 2013,,,,
F MUSCAT D'ALEXANDRIE,1,tier3,MUSCAT OTTONEL,MUSCAT OTTONEL | MUSCAT HAMBURG | EARLY MUSCAT | GOLDEN MUSCAT | MUSCAT OF ALEXANDRIA | MUSCAT A PETITS GRAINS BLANCS | NEW YORK MUSCAT | MUSCAT FLEUR D'ORANGER | MUSCAT MIKVEH | MUSCAT LIERVAL,lacombe 2013,,,,
F MUSCAT DE HAMBOURG,1,tier3,MUSCAT OTTONEL,MUSCAT OTTONEL | MUSCAT HAMBURG | EARLY MUSCAT | GOLDEN MUSCAT | MUSCAT OF ALEXANDRIA | MUSCAT A PETITS GRAINS BLANCS | NEW YORK MUSCAT | MUSCAT FLEUR D'ORANGER | MUSCAT MIKVEH | MUSCAT LIERVAL,lacombe 2013,,,,
F MUSCAT FLEUR D'ORANGER,1,tier3,MUSCAT FLEUR D'ORANGER,MUSCAT FLEUR D'ORANGER | MUSCAT FLEUR D'ORANGER FAUX (MACLET BOTTON) | MUSCAT OTTONEL | MUSCAT HAMBURG | EARLY MUSCAT | GOLDEN MUSCAT | MUSCAT OF ALEXANDRIA | MUSCAT A PETITS GRAINS BLANCS | NEW YORK MUSCAT | MUSCAT MIKVEH,lacombe 2013,,,,
F MUSCAT À PETITS GRAINS,1,tier3,MUSCAT A PETITS GRAINS BLANCS,MUSCAT A PETITS GRAINS BLANCS | MUSCAT A PETITS GRAINS NOIRS | MUSCAT A PETITS GRAINS ROSES | MUSCAT A PETITS GRAINS ROUGES | MUSCAT A PETITS GRAINS BLANCS SEEDLESS | MORRASTEL BOUSCHET A PETITS GRAINS | MUSCAT OTTONEL | MUSCAT HAMBURG | EARLY MUSCAT | GOLDEN MUSCAT,lacombe 2013,,,,
F OLIVETTE ROSE,1,tier3,OLIVETTE ROSE,OLIVETTE ROSE | OLIVETTE BLANCHE | BLACK ROSE | CHASSELAS ROSE | OLIVETTE NOIRE | FERNAND ROSE | OLIVETTE BARTHELET | LAST ROSE | NIAGARA ROSE | SOVEREIGN ROSE,lacombe 2013,,,,
F ONDENC,1,tier3,ONDENC,ONDENC | ONDENC GRIS,lacombe 2013,,,,
F ORG TOKOS,1,tier3,ORG TOKOS,ORG TOKOS,lacombe 2013,,,,
F PARDINA = JAEN BLANCO,1,tier3,VERDEJO BLANCO,VERDEJO BLANCO | PARDINA | JAEN TINTO | PALO BLANCO | CAINO BLANCO | ABOQUEL BLANCO | DE JOSE BLANCO | DIRECTO BLANCO | BASTARDO BLANCO | LOUREIRO BLANCO,lacombe 2013,,,,
F PASCAL,1,tier3,PASCAL BLANC,PASCAL BLANC,lacombe 2013,,,,
F PEHLIVAN KARA = PAPIGI KARA,1,tier3,PEHLIVAN KARA,PEHLIVAN KARA | GUZAL KARA | KARA UZYUM NUKHURSKII | BOR KARA | ASYL KARA | ALACA KARA | BASAR KARA | CATAL KARA | ALLONE KARA | DIMRIT KARA,lacombe 2013,,,,
F PERLETTE,1,tier3,PERLETTE,PERLETTE | PERLETTE (4N) | PERLETTE LOOSE,lacombe 2013,,,,
F PINOT,1,tier3,PINOT NOIR,PINOT NOIR | PINOT GRIS | PINOT BLANC | PINOT MEUNIER | PINOT SALOMON | PINOT PRECOCE NOIR | PINOT KORS | PINOT NOVA | PINOT ROSE | FALSE PINOT,lacombe 2013,,,,
F PIQUEPOUL,1,tier3,PIQUEPOUL BOUSCHET,PIQUEPOUL BOUSCHET | ALICANTE BOUSCHET X PIQUEPOUL GRIS 8 | ALICANTE BOUSCHET X PIQUEPOUL GRIS 9 | PIQUEPOUL GRIS | PIQUEPOUL NOIR | PIQUEPOUL BLANC | PIQUEPOUL BLANC FAUX | BOUSCHET PETIT X PIQUEPOUL 2 | CINSAUT BOUSCHET X PIQUEPOUL | ALICANTE BOUSCHET X PIQUEPOUL 12,lacombe 2013,,,,
F PLANT D'ENTRECHAUX (ALLEMAND),1,tier3,PLANT D'ENTRECHAUX,PLANT D'ENTRECHAUX | PLANT DROIT | PLANT D'IMPERS | PLANT DE BRUNEL | PLANT DE DEKKER | PLANT DE CAUZETTE | PLANT DE DUBOSC 2 | PLANT DE FLASSANS | PLANT DE VINCELLES | PLANT TEINTURIER DU PLANTOU,lacombe 2013,,,,
F PLANT DE DUBOSC 2,1,tier3,PLANT DE DUBOSC 2,PLANT DE DUBOSC 2 | PLANT DE DUBOSC 1 | PLANT DROIT | PLANT D'IMPERS | PLANT DE BRUNEL | PLANT DE DEKKER | PLANT DE CAUZETTE | PLANT DE FLASSANS | PLANT DE VINCELLES | PLANT TEINTURIER DU PLANTOU,lacombe 2013,,,,
F PLANT DE MAVAULT (GUIRAULT),1,tier3,PLANT DE MAVAULT,PLANT DE MAVAULT | PLANT DROIT | PLANT D'IMPERS | PLANT DE BRUNEL | PLANT DE DEKKER | PLANT DE CAUZETTE | PLANT DE DUBOSC 2 | PLANT DE FLASSANS | PLANT DE VINCELLES | PLANT TEINTURIER DU PLANTOU,lacombe 2013,,,,
F POBEDA,1,tier3,POBEDA,POBEDA,lacombe 2013,,,,
F PROKUPAC,1,tier3,PROKUPAC,PROKUPAC,lacombe 2013,,,,
F PRÉCOCE DE MALINGRE,1,tier3,MALINGRE PRECOCE,MALINGRE PRECOCE | MALINGRE SEEMIK,lacombe 2013,,,,
F RAZACHIE ROSIE,1,tier3,COARNA ROSIE,COARNA ROSIE | ROSIE | MALAGA ROSIE | MAJARCA ROSIE | RAZACHIE ALBA | BRAGHINA ROSIE | PERLA MARE ROSIE | GRASA ROSIE SCHILLER,lacombe 2013,,,,
F REINE DES VIGNES,1,tier3,A LA REINE,A LA REINE | REINE,lacombe 2013,,,,
F RIESLING,1,tier3,RIESLING WEISS,RIESLING WEISS | EMERALD RIESLING | MISSOURI RIESLING | OKANAGAN RIESLING | RIESLING LION | RIESLING FORTE | RIESLING HEILIGENSTEIN | RIESLING ROT | RIESLING BLAU | RIESLING LINNER,lacombe 2013,,,,
F SANTA PAULA,1,tier3,SANTA PAULA,SANTA PAULA | SANTA PAULA FAUX | SANTA PAULA DEL MARCHALEJO | AGUA SANTA | SANTA MAGDALENA | SANTA MARIA | PAULA | UVA SANTA | SANTA CLARA | SANTA LUCIA,lacombe 2013,,,,
F SARY PANDASS,1,tier3,SARY AIGYR,SARY AIGYR | SARY ANGUR | SARY GILYA | SARY KIRAK | SARY KOKUR | SARY UZYUM | SARY ALDARA | SARY PANDAS | CHIVSIZ SARY | SARY ANGUSHTY,lacombe 2013,,,,
F SAVAGNIN = TRAMINER,1,tier3,SAVAGNIN BLANC,SAVAGNIN BLANC | SAVAGNIN ROSE | TRAMINER GRIS | TRAMINER SIGNUM | TRAMINER STELLA,lacombe 2013,,,,
F SULTANINE,1,tier3,SULTANINE MONOCOCCO,SULTANINE MONOCOCCO | SULTANINE NOIRE FAUX | SULTANINE ROSE (NON IDENTIFIED),lacombe 2013,,,,
F SYLVANER,1,tier3,MADELEINE SYLVANER,MADELEINE SYLVANER,lacombe 2013,,,,
F TERRET,1,tier3,TERRET BOUSCHET,TERRET BOUSCHET | TERRET BLANC | TERRET GRIS | TERRET NOIR,lacombe 2013,,,,
F TETA DE VACA,1,tier3,TETA DE VACA TINTA,TETA DE VACA TINTA | TETA DE VACA BLANCA | RABO DE VACA | PEZON DE VACA | TETA DA BURRA | TETA DA NEGRA | MAMELLA DE VACA,lacombe 2013,,,,
F TINTA GROSSA D'ALENTEJO,1,tier3,SCHIAVA GROSSA,SCHIAVA GROSSA | TINTA BARROCA | GARNACHA TINTA | FORCALLAT TINTA | TINTA FRANCISCA | ROJAL TINTA | TINTA POMAR | TINTA TINTO | ANADIA TINTA | TINTA AGUIAR,lacombe 2013,,,,
F TOURIGA NACIONAL,1,tier3,TOURIGA NACIONAL,TOURIGA NACIONAL | TOURIGA FRANCA | TOURIGA FEMEA,lacombe 2013,,,,
F TROUSSEAU = BASTARDO,1,tier3,BASTARDO ESPANHOL,BASTARDO ESPANHOL | TROUSSEAU NOIR | TROUSSEAU GRIS | BASTARDO BLANCO | BASTARDO BRANCO | BASTARDO MAGARACHSKII | BASTARDO DOS FRADES DE BOLONIO | BASTARDO ROXO | TINTO BASTARDO | BASTARDO DE MUNEDO,lacombe 2013,,,,
F TSITSA KAPREI,1,tier3,TSITSA KAPREI,TSITSA KAPREI | TSITSA SACHKHERIS,lacombe 2013,,,,
F UGNI BLANC = TREBBIANO TOSCANO,1,tier3,TREBBIANO TOSCANO,TREBBIANO TOSCANO | MAINGONNAT BELDI X UGNI BLANC | UGNI BLANC FLESHLESS BERRY | UGNI BLANC A FEUILLE DECOUPEE,lacombe 2013,,,,
F VALENCI BLANCO = BEBA,1,tier3,VERDEJO BLANCO,VERDEJO BLANCO | BEBA | PALO BLANCO | CAINO BLANCO | VALENCI TINTO | ABOQUEL BLANCO | DE JOSE BLANCO | DIRECTO BLANCO | BASTARDO BLANCO | LOUREIRO BLANCO,lacombe 2013,,,,
F VARIÉTÉ D'OASIS DEGACHE 28,1,tier3,VARIETE D'OASIS DEGACHE 28,VARIETE D'OASIS DEGACHE 28 | VARIETE D'OASIS DEGACHE 30 | VARIETE D'OASIS TOZEUR 1 | VARIETE D'OASIS X | VARIETE D'OASIS NEFTA 38 | VARIETE D'OASIS TOZEUR 7 | VARIETE D'OASIS TOZEUR 9 | VARIETE D'OASIS TOZEUR 17 | VARIETE D'OASIS TOZEUR 22 | VARIETE D'OASIS TOZEUR 25,lacombe 2013,,,,
F VARIÉTÉ D'OASIS TOZEUR 1,1,tier3,VARIETE D'OASIS TOZEUR 1,VARIETE D'OASIS TOZEUR 1 | VARIETE D'OASIS TOZEUR 7 | VARIETE D'OASIS TOZEUR 9 | VARIETE D'OASIS TOZEUR 17 | VARIETE D'OASIS TOZEUR 22 | VARIETE D'OASIS TOZEUR 25 | VARIETE D'OASIS TOZEUR 26 | VARIETE D'OASIS DEGACHE 28 | VARIETE D'OASIS X | VARIETE D'OASIS NEFTA 38,lacombe 2013,,,,
F VERJUS,1,tier3,VERJUS,VERJUS,lacombe 2013,,,,
F VIGNE DE WOOD,1,tier3,VIGNE DE WOOD,VIGNE DE WOOD | VIGNE BLANCHE | VIGNE DE ZOULA | VIGNE SAUVAGE FAUX | VIGNE SAUVAGE FAUX OBERLIN 3 | VIGNE SAUVAGE FAUX FETHIYE 58-64 | VIGNE SAUVAGE FAUX GUEMUELDER 105-64 | VIGNE SAUVAGE FAUX PUENTE DE EL BURGO,lacombe 2013,,,,
F VOSKEAT,1,tier3,VOSKEAT,VOSKEAT | VOSKEAT VAGAAS,lacombe 2013,,,,
F YAPINCAK,1,tier3,YAPINCAK,YAPINCAK | BADEM SOEBUE YAPINCAK,lacombe 2013,,,,
F ZEMOASA = TIMPURIE,1,tier3,TAMIIOASA TIMPURIE,TAMIIOASA TIMPURIE,lacombe 2013,,,,
F ÖREG KADARKA,1,tier3,KADARKA KEK,KADARKA KEK | OLASZ KADARKA | KADARKA OREG | KADARKA SRB | KADARKA FEHER | KADARKA PIROS | MESZI KADARKA | KADARKA SZUERKE | KADARKA TOEROEK,lacombe 2013,,,,
FABERREBE = ALZEY 10375,1,tier3,ALZEY 23384,ALZEY 23384 | FABERREBE | ALZEY 2765 | ALZEY 4400 | ALZEY 5079 | ALZEY 5845 | ALZEY 7672 | ALZEY 10506 | ALZEY 10514 | ALZEY 10859,lacombe 2013,,,,
FEINRIESLING FAUX (COLLECTION TRIER) RIESLING,1,tier3,FEINRIESLING FAUX,FEINRIESLING FAUX | EARLY DAWN FAUX (COLLECTION RAVAZ) | EKIM KARA FAUX (COLLECTION CONEGLIANO) | ICHKIMAR BELYI FAUX (COLLECTION KICHINEV) | MOSCATEL DE OEIRAS FAUX (COLLECTION BORDEAUX),lacombe 2013,,,,
FENGHUANG NO.51,1,tier3,FENGHUANG 12,FENGHUANG 12 | FENGHUANG 51,liang 2019,,,,
FERLE  50,1,tier3,FERLE PEGOES,FERLE PEGOES | FERLE DE MOCAMEDES | FERLE | FERLE 1 | FERLE 20 | FERLE 50 | FERLE 67 | FERLE 76 | FERLE 95 | FERLE 101,vivc confirmed,,,,
FERLE  76,1,tier3,FERLE PEGOES,FERLE PEGOES | FERLE DE MOCAMEDES | FERLE | FERLE 1 | FERLE 20 | FERLE 50 | FERLE 67 | FERLE 76 | FERLE 95 | FERLE 101,vivc confirmed,,,,
FERLÉ 76 = LEAO FERREIRA DA FERLONGO = H 34‐49‐69,1,tier3,LEAO FERREIRA DA ALMEIDA 29-54- 7,LEAO FERREIRA DA ALMEIDA 29-54- 7 | LEAO FERREIRA DA ALMEIDA 37-50- 8 | LEAO FERREIRA DA ALMEIDA 4-49- 44 | LEAO FERREIRA DA ALMEIDA 7-49- 35 | LEAO FERREIRA DA ALMEIDA 10-48- 24 | LEAO FERREIRA DA ALMEIDA 29-54- 30 | LEAO FERREIRA DA ALMEIDA 34-49- 48,lacombe 2013,,,,
FERNÃO PIRES,1,tier3,FERNAO PIRES,FERNAO PIRES | GONCALO PIRES | FERNAO PIRES ROSADO | FERNAO PIRES DE COLARES,laucou 2018,,,,
FERRAL = ACHLADI,1,tier3,FERRAL TAMARA,FERRAL TAMARA | FERRAL | ACHLADI | FERRAL CEITA | FERRAL MINUDO | FERRAL ROSADO | FERRAL CARPINTEIRO | FERRAL DE MESAO FRIO | ALFONSO LAVALLEE X FERRAL,laucou 2018,,,,
FERRAL ROUGE,1,tier3,GREC ROUGE,GREC ROUGE | CHASSELAS ROUGE | FERRAL TAMARA | PETIT ROUGE | ROUGE DU PAYS | FERRAL | ALIGOTE ROUGE | CANDOLLE ROUGE | MUSCAT ROUGE DE MADERE | ROUGE,vivc confirmed,,,,
FETEASCA ALBA = LEANYKA,1,tier3,FETEASCA ALBA,FETEASCA ALBA | FETEASCA ALBA (NON IDENTIFIED) | COARNA ALBA | ALBA IMPUTOTATO | FETEASCA REGALA | ALBA | FETEASCA NEAGRA | RARA ALBA | ALBA MAGNA | FITA ALBA,lacombe 2013,,,,
FLAME MUSCAT,1,tier3,MUSCAT OTTONEL,MUSCAT OTTONEL | MUSCAT HAMBURG | EARLY MUSCAT | GOLDEN MUSCAT | MUSCAT OF ALEXANDRIA | MUSCAT A PETITS GRAINS BLANCS | NEW YORK MUSCAT | MUSCAT FLEUR D'ORANGER | MUSCAT MIKVEH | FLAME SEEDLESS,liang 2019,,,,
FOGARINA #,1,tier3,FOGARINA,FOGARINA,ssr oliveira,,,,
FOGLIA TONDA N,1,tier3,FOGLIA TONDA,FOGLIA TONDA | LAMBRUSCO A FOGLIA FRASTAGLIATA | LAMBRUSCO DI SORBARA A FOGLIA VERDE,liang 2019,,,,
FOLHA DE FIGO #,1,tier3,FOLHA DE FIGUEIRA,FOLHA DE FIGUEIRA,ssr oliveira,,,,
FORASTERA (SPAIN),1,tier3,FORASTERA,FORASTERA,laucou 2018,,,,
FORCESE D ASCOLI,1,tier3,FORCESE,FORCESE,vivc confirmed,,,,
FORM NO  5,1,tier3,FORM NO 31,FORM NO 31 | FORM NO 32 | FORM NO 5,vivc confirmed,,,,
FRANC NOIR DE LA HAUTE‐SAÔNE,1,tier3,FRANC NOIR DE LA HAUTE SAONE,FRANC NOIR DE LA HAUTE SAONE | FRANC NOIR DE LA HAUTE SAVOIE | PINOT NOIR | GAMAY NOIR | CABERNET FRANC | MERLOT NOIR | GRAND NOIR | ROUMI NOIR | ARAMON NOIR | MANSENG NOIR,ssr lacombe,,,,
FRANC NOIR DE LA HAUTE‐SAÔNE PINOT,1,tier3,PINOT NOIR,PINOT NOIR | PINOT PRECOCE NOIR | FRANC NOIR DE LA HAUTE SAONE | PINOT NOIR 40024 | PINOT NOIR MOUROT | PINOT NOIR FERTILE | PINOT NOIR REVENEY | FRANC NOIR DE LA HAUTE SAVOIE,lacombe 2013,,,,
FRANKENTHAL = SCHIAVA GROSSA FRANKENTHAL = SCHIAVA GROSSA,1,tier3,SCHIAVA GROSSA,SCHIAVA GROSSA | SCHIAVA GROSSA (4N),lacombe 2013,,,,
FRANKENTHAL = SCHIAVA GROSSA GROS COLMAN,1,tier3,SCHIAVA GROSSA,SCHIAVA GROSSA | GROS COLMAN BLANC | SCHIAVA GROSSA (4N),lacombe 2013,,,,
FRANKENTHAL = SCHIAVA GROSSA OBERLIN),1,tier3,SCHIAVA GROSSA,SCHIAVA GROSSA | SCHIAVA GROSSA (4N),lacombe 2013,,,,
FRANKENTHAL N,1,tier3,WITTE FRANKENTHAL,WITTE FRANKENTHAL | FRANKENTHAL BLANC MUSQUE,vivc confirmed,,,,
FRANÇOIS NOIR,1,tier3,PINOT NOIR,PINOT NOIR | GAMAY NOIR | MERLOT NOIR | GRAND NOIR | ROUMI NOIR | ARAMON NOIR | MANSENG NOIR | CAMARAOU NOIR | CARIGNAN NOIR | JURANCON NOIR,lacombe 2013,,,,
"FRAPPATO DI VITTORIA N OR 
GAGLIOPPO N",1,tier3,FRAPPATO DI VITTORIA,FRAPPATO DI VITTORIA | GAGLIOPPO | GAGLIOPPO ANGLICANO,liang 2019,,,,
FRENCH BLUE,1,tier3,BLUE EYE,BLUE EYE | BLUE LAKE | SWEET BLUE | BLUE SATIN | BLUE JAY | BLUE DYER | BIBBY BLUE | DRAGON BLUE | LITTLE BLUE | BLUE FAVORITE,liang 2019,,,,
FRESNO 1613-  59,1,tier3,FRESNO 1613- 59,FRESNO 1613- 59 | FRESNO RS 3 | FRESNO RS 9 | FRESNO 27- 31 | FRESNO 58- 93 | FRESNO 62- 45 | FRESNO 64- 18 | FRESNO 18- 149 | FRESNO 32- 145 | FRESNO 43- 13N,vivc confirmed,,,,
FRESNO C33-199,1,tier3,FRESNO RS 3,FRESNO RS 3 | FRESNO RS 9 | FRESNO 27- 31 | FRESNO 58- 93 | FRESNO 62- 45 | FRESNO 64- 18 | FRESNO 18- 149 | FRESNO 32- 145 | FRESNO 43- 13N | FRESNO A 13- 2,liang 2019,,,,
FROELICH X 4  2,1,tier3,FROELICH V,FROELICH V | FROELICH X 4 2 | FROELICH PANACHE | FRUEHTRAUBE FROELICH,vivc confirmed,,,,
FRUMOASA DE GHIOROC X CARDINAL TOMPA MIHALY,1,tier3,FRUMOASA DE GHIOROC X CARDINAL,FRUMOASA DE GHIOROC X CARDINAL | TOMPA MIHALY | TOMPA MIHALY (4N),lacombe 2013,,,,
FÉCONDATION LIBRE LAGLEYSE,1,tier3,FECONDATION LIBRE LAGLEYSE,FECONDATION LIBRE LAGLEYSE,lacombe 2013,,,,
GABEKHOURI TSITELI,1,tier3,KLDIS TSITELI,KLDIS TSITELI | GARIBA TSITELI | KAKHIS TSITELI | OBCHIS TSITELI | ADREULI TSITELI | GHVINIS TSITELI | IKALTOS TSITELI | KIKACHA TSITELI | KISHURI TSITELI | SAGVINE TSITELI,lac emanuelli 2020,,,,
GALIBERT COULONDRE   201 (F),1,tier3,GALIBERT COULONDRE 309,GALIBERT COULONDRE 309 | GALIBERT COULONDRE 315 | GALIBERT COULONDRE 403 | GALIBERT COULONDRE 404 | GALIBERT COULONDRE 408 | GALIBERT COULONDRE 413 | GALIBERT COULONDRE 420 | GALIBERT COULONDRE 13- 3 | GALIBERT COULONDRE 14- 3 | GALIBERT COULONDRE 14- 4,vivc confirmed,,,,
GALIBERT COULONDRE 15-2,1,tier3,GALIBERT COULONDRE 309,GALIBERT COULONDRE 309 | GALIBERT COULONDRE 315 | GALIBERT COULONDRE 403 | GALIBERT COULONDRE 404 | GALIBERT COULONDRE 408 | GALIBERT COULONDRE 413 | GALIBERT COULONDRE 420 | GALIBERT COULONDRE 13- 3 | GALIBERT COULONDRE 14- 3 | GALIBERT COULONDRE 14- 4,lac emanuelli 2020,,,,
GANZIN   1,1,tier3,GANZIN 1,GANZIN 1 | ALICANTE GANZIN | GANZIN 2 | RUPESTRIS GANZIN | GANZIN 4 | GANZIN 9 | GANZIN 60 | GANZIN 239 | CLAIRETTE DOREE GANZIN | EMILY RUPESTRIS GANZIN,vivc confirmed,,,,
GANZIN   2,1,tier3,GANZIN 1,GANZIN 1 | ALICANTE GANZIN | GANZIN 2 | RUPESTRIS GANZIN | GANZIN 4 | GANZIN 9 | GANZIN 60 | GANZIN 239 | CLAIRETTE DOREE GANZIN | EMILY RUPESTRIS GANZIN,vivc confirmed,,,,
GARGIULO  87746,1,tier3,GARGIULO 87746,GARGIULO 87746 | GARGIULO 181 | GARGIULO 183 | GARGIULO 279 | GARGIULO 289 | GARGIULO 291 | GARGIULO 377 | GARGIULO 445 | GARGIULO 530 | GARGIULO 552,vivc confirmed,,,,
GARNACHA TINTA = GRENACHE,1,tier3,GARNACHA TINTA,GARNACHA TINTA | TINTA BARROCA | FORCALLAT TINTA | TINTA FRANCISCA | ROJAL TINTA | TINTA POMAR | TINTA TINTO | ANADIA TINTA | TINTA AGUIAR | TINTA FONTES,laucou 2018,,,,
GEILWEILERHOF  3- 28- 45,1,tier3,GEILWEILERHOF VI. 5861,GEILWEILERHOF VI. 5861 | GEILWEILERHOF C- 41- 44 | GEILWEILERHOF GA- 48- 12 | GEILWEILERHOF GA- 52- 42 | GEILWEILERHOF KOE- 48- 43 | GEILWEILERHOF KOE- 48- 44 | GEILWEILERHOF V. 348 | GEILWEILERHOF B- 4- 6 | GEILWEILERHOF B- 5- 3 | GEILWEILERHOF B- 8- 8,vivc confirmed,,,,
GEILWEILERHOF  3- 28- 46,1,tier3,GEILWEILERHOF VI. 5861,GEILWEILERHOF VI. 5861 | GEILWEILERHOF C- 41- 44 | GEILWEILERHOF GA- 48- 12 | GEILWEILERHOF GA- 52- 42 | GEILWEILERHOF KOE- 48- 43 | GEILWEILERHOF KOE- 48- 44 | GEILWEILERHOF V. 348 | GEILWEILERHOF B- 4- 6 | GEILWEILERHOF B- 5- 3 | GEILWEILERHOF B- 8- 8,vivc confirmed,,,,
GEILWEILERHOF B- 14-  7,1,tier3,GEILWEILERHOF VI. 5861,GEILWEILERHOF VI. 5861 | GEILWEILERHOF C- 41- 44 | GEILWEILERHOF GA- 48- 12 | GEILWEILERHOF GA- 52- 42 | GEILWEILERHOF KOE- 48- 43 | GEILWEILERHOF KOE- 48- 44 | GEILWEILERHOF V. 348 | GEILWEILERHOF B- 4- 6 | GEILWEILERHOF B- 5- 3 | GEILWEILERHOF B- 8- 8,vivc confirmed,,,,
GEILWEILERHOF GA 48-12,1,tier3,GEILWEILERHOF VI. 5861,GEILWEILERHOF VI. 5861 | GEILWEILERHOF C- 41- 44 | GEILWEILERHOF GA- 48- 12 | GEILWEILERHOF GA- 52- 42 | GEILWEILERHOF KOE- 48- 43 | GEILWEILERHOF KOE- 48- 44 | GEILWEILERHOF V. 348 | GEILWEILERHOF B- 4- 6 | GEILWEILERHOF B- 5- 3 | GEILWEILERHOF B- 8- 8,lac emanuelli 2020,,,,
GEILWEILERHOF GA-52-,1,tier3,GEILWEILERHOF VI. 5861,GEILWEILERHOF VI. 5861 | GEILWEILERHOF C- 41- 44 | GEILWEILERHOF GA- 48- 12 | GEILWEILERHOF GA- 52- 42 | GEILWEILERHOF KOE- 48- 43 | GEILWEILERHOF KOE- 48- 44 | GEILWEILERHOF V. 348 | GEILWEILERHOF B- 4- 6 | GEILWEILERHOF B- 5- 3 | GEILWEILERHOF B- 8- 8,ssr migliaro,,,,
GEILWEILERHOF V.   348,1,tier3,GEILWEILERHOF VI. 5861,GEILWEILERHOF VI. 5861 | GEILWEILERHOF C- 41- 44 | GEILWEILERHOF GA- 48- 12 | GEILWEILERHOF GA- 52- 42 | GEILWEILERHOF KOE- 48- 43 | GEILWEILERHOF KOE- 48- 44 | GEILWEILERHOF V. 348 | GEILWEILERHOF B- 4- 6 | GEILWEILERHOF B- 5- 3 | GEILWEILERHOF B- 8- 8,vivc confirmed,,,,
GEISENHEIM  6493-  2,1,tier3,GEISENHEIM 6493- 2,GEISENHEIM 6493- 2 | GEISENHEIM 6493- 3 | GEISENHEIM 26 | GEISENHEIM 1 | GEISENHEIM 183 | GEISENHEIM 2 | GEISENHEIM 8 | GEISENHEIM 9 | GEISENHEIM 11 | GEISENHEIM 12,vivc confirmed,,,,
GELBHOLZER BLAU,1,tier3,GAENSFUESSER BLAU,GAENSFUESSER BLAU | AUGSTER BLAU | ZWEIGELTREBE BLAU | ELBLING BLAU | WILDBACHER BLAU | PORTUGIESER BLAU | ZIMMETTRAUBE BLAU | KOELNER BLAU | HEUNISCH BLAU | RIESLING BLAU,lac emanuelli 2020,,,,
GELBHÖLZER BLAU,1,tier3,GAENSFUESSER BLAU,GAENSFUESSER BLAU | AUGSTER BLAU | ZWEIGELTREBE BLAU | ELBLING BLAU | WILDBACHER BLAU | PORTUGIESER BLAU | ZIMMETTRAUBE BLAU | KOELNER BLAU | HEUNISCH BLAU | RIESLING BLAU,laucou 2018,,,,
GENEVA WHITE   5,1,tier3,GENEVA WHITE 5,GENEVA WHITE 5 | GENEVA WHITE 4 | GENEVA WHITE 8 | GENEVA WHITE 10 | FOSTER'S WHITE SEEDLING | WHITE WORTLEY HALL | GENEVA | WHITE GEM | CAYUGA WHITE | WHITE MUSCAT,vivc confirmed,,,,
GENOTYPE 01,1,tier3,RECONSTRUCTED GENOTYPE 51 (GEORGIA),RECONSTRUCTED GENOTYPE 51 (GEORGIA),ssr migliaro,,,,
GENOTYPE 02,1,tier3,RECONSTRUCTED GENOTYPE 51 (GEORGIA),RECONSTRUCTED GENOTYPE 51 (GEORGIA),ssr migliaro,,,,
GENOTYPE 03,1,tier3,RECONSTRUCTED GENOTYPE 51 (GEORGIA),RECONSTRUCTED GENOTYPE 51 (GEORGIA),ssr migliaro,,,,
GENOTYPE 04,1,tier3,RECONSTRUCTED GENOTYPE 51 (GEORGIA),RECONSTRUCTED GENOTYPE 51 (GEORGIA),ssr migliaro,,,,
GENOTYPE 05,1,tier3,RECONSTRUCTED GENOTYPE 51 (GEORGIA),RECONSTRUCTED GENOTYPE 51 (GEORGIA),ssr migliaro,,,,
GENOTYPE 06,1,tier3,RECONSTRUCTED GENOTYPE 51 (GEORGIA),RECONSTRUCTED GENOTYPE 51 (GEORGIA),ssr migliaro,,,,
GENOTYPE 07,1,tier3,RECONSTRUCTED GENOTYPE 51 (GEORGIA),RECONSTRUCTED GENOTYPE 51 (GEORGIA),ssr migliaro,,,,
