child_variety,vivc_no,source_code,author,year,title,doi,n_loci
MALVASIA FINA,715,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MALVASIA FINA,715,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
MALVASIA FINA,715,863,"ZINELABIDINE, L. H.; CUNHA, J.; EIRAS-DIAS, J. E.; CABELLO, F.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.",2015,Pedigree analysis of the Spanish grapevine cultivar 'Heben',10.5073/vitis.2015.54.special-issue.81-86,
MALVASIA MOSCATEL FONTE GRANDE,15016,40140,"LACOMBE, T.; BOURSIQUOT, J.-M. ; LAUCOU, V.; DECHESNE, F.; VARÈS, D.; THIS, P.",2007,Relationships and genetic diversity within the accesions related to Malvasia held in the Domaine de Vassal grape germplams repository,,20
MALVASIA MOSCATEL FONTE GRANDE,15016,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MALVASIA NERA DI BASILICATA,7272,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MALVASIA NERA DI BOLZANO,22902,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MALVASIA NERA DI BRINDISI,7273,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MALVASIA NERA DI BRINDISI,7273,40187,"CRESPAN, M.; COLETTA, A.; CRUPI, P.; GIANNETTO, S.; ANTONACCI, D.",2008,Malvasia nera di Brindisi/Lecce grapevine cultivar (,10.5073/vitis.2008.47.205-212,42
MALVASIA NERA DI BRINDISI,7273,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MALVASIA NERA DI BRINDISI,7273,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,19
MALVASIA PRETA,15647,40860,"CUNHA, J.; IBANEZ, J.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.;  MARTINEZ-ZAPATER, J. M.; EIRAS-DIAS, J. E.",2020,Genetic Relationships Among Portuguese Cultivated and Wild Vitis vinifera L. germplasm,10.3389/fpls.2020.00127,
MALVASIA PRETA,15647,40489,"CUNHA, J.; ZINELABIDINE, L. H.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.; EIRAS-DIAS, J. E.",2015,Grapevine cultivar 'Alfrocheiro' or 'Brunal' plays a primary role in the relationship among Iberian grapevines,10.5073/vitis.2015.54.special-issue.59-65,21
MALVASIA PRETA,15647,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MALVASIA PRETA,15647,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MALVASIA PRETA,15647,40255,"ZINELABIDINE, L. H.; HADDIOUI, A.; RODRIGUEZ, V.; CABELLO, F.; EIRAS-DIAS, J. E.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.",2012,Identification by SNP analysis of a major role for Cayetana Blanca in the genetic network of Iberian Peninsula grapevine varieties,10.5344/ajev.2011.11052,
MALVASIA VOLCANICA,22730,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MALVASIA VOLCANICA,22730,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
MALVOISIE DE MADERA,24227,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MAMELON,7286,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MANDL  30,7324,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,24
MANDREGUE,15019,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MANHARTTRAUBE BLANC FAUX,41949,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MANSENG GROS DE LUCQ,15021,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MANSONNET,14513,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MANTO NEGRO,7348,638,"GARCIA-MUNOZ, S.",2011,"Estudio de variedades minoritarias de vid (Vitis vinifera L.): Descripción, caracterización agronómica y enológica de material procedente de las Islas Baleares",,20
MANTO NEGRO,7348,40310,"GARCIA-MUNOZ, S.; LACOMBE, T.; ANDRES, M. T. DE; GAFORIO, L.; MUNOZ-ORGANERO, G.; LAUCOU, V.; THIS P.; CABELLO, F.",2012,Grape varieties (,10.1007/s10722-011-9706-5,20
MANTO NEGRO,7348,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MANTONICONE,40882,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MANTONICONE,40882,40672,"CRESPAN, M.; STORCHI, P.; MIGLIARO, D.",2017,Grapevine Cultivar Mantonico bianco is the Second Parent of the Sicilian Catarratto,10.5344/ajev.2016.16068,47
MANTONICONE,40882,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MANTONICONE,40882,40498,"GASPARRO, M.; CAPUTO, A. R.; BERGAMINI, C.; CRUPI, P.; CARDONE, M. F.; PERNIOLA, R.; ANTONACCI, D.",2013,Sangiovese and Its Offspring in Southern Italy,10.1007/s12033-012-9600-1,50
MANZONI  2-  3,24950,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MANZONI  2- 14,7358,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MANZONI  2- 15,7359,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MANZONI  2- 15,7359,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MANZONI BIANCO,7360,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MANZONI BIANCO,7360,40907,"CRESPAN, M.; MIGLIARO, D.; LARGER, S.; PINDO, M.; PALMISANO, M.; MANNI, A.; MANNI, E.; POLIDORI, E.; SBAFFI, F.; SILVESTRI, Q.; SILVESTRONI, O.; VELASCO, R.; VIRGILI, S.; CARMILLI, G.",2021,Grapevine (Vitis vinifera L.) varietal assortment and evolution in the Marche region (central Italy),10.20870/oeno-one.2021.55.3.4628,12
MANZONI BIANCO,7360,40856,"CRESPAN, M.; MIGLIARO, D.; LARGER, S.; PINDO, M.; PETRUSSI, C.; STOCCO, M.; RUSJAN, D.; SIVILOTTI, P.; VELASCO, R.; MAUL, E.",2020,"Unraveling the genetic origin of ‘Glera’, ‘Ribolla Gialla’ and other autochthonous grapevine varieties from Friuli Venezia Giulia (northeastern Italy)",10.1038/s41598-020-64061-w,12
MANZONI BIANCO,7360,40672,"CRESPAN, M.; STORCHI, P.; MIGLIARO, D.",2017,Grapevine Cultivar Mantonico bianco is the Second Parent of the Sicilian Catarratto,10.5344/ajev.2016.16068,47
MANZONI BIANCO,7360,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MANZONI BIANCO,7360,40019,"GRANDO, M.S.; FRISINGHELLI, C.",1998,Grape microsatellite markers: Sizing of DNA alleles and genotype analysis of some grapevine cultivars,10.5073/vitis.1998.37.79-82,8
MANZONI MOSCATO,22897,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MANZONI ROSA,7357,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MANZONI ROSA,7357,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MANZONI ROSA,7357,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MARCHIONE,22903,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MARCHIONE,22903,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MARECHAL BOSQUET,7387,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MARECHAL FOCH,7388,40827,"RÖCKEL, F.; ET AL.",2020,Triomphe d'Alsace complex,,24
MARECHAL JOFFRE,7390,40827,"RÖCKEL, F.; ET AL.",2020,Triomphe d'Alsace complex,,24
MAREN,15023,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MARGOT,23338,40894,"LUCIANO DE OLIVEIRA, G.; PEREIRA DE SOUZA, A.; ANCELMO DE OLIVEIRA, F.; IMACULADA ZUCCHI, M.; MOURA DE SOUZA, L.; FERNANDES MOURA, M.",2020,Genetic structure and molecular diversity of Brazilian grapevine germplasm: Management and use in breeding programs,10.1371/journal.pone.0240665,12
MARIA PIROVANO,7402,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MARIA PIROVANO,7402,40151,"IBANEZ, J.; VARGAS, A. M.; PALANCAR, M.; BORREGO, J.; ANDRES, M. T. DE",2009,Genetic relationships among table-grape varieties,,25
MARIA PIROVANO,7402,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,19
MARIENRIESLING,7408,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
MARIENSTEINER,7409,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,18
MARIENSTEINER,7409,684,"MAUL, E.; SCHUMANN, F.; HILL, B.H.E.; DOERNER, F.; BENNEK, H.; LAUCOU, V.; BOURSIQUOT, J.M.; LACOMBE, T.; ZYPRIAN, E.; EIBACH, R.; TOEPFER, R.",2013,Die Kreuzungseltern deutscher Rebenneuzüchtungen im Fokus - Was sagt der genetische Fingerabdruck?,,21
MARIO MARIANI,7412,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MARKANT,7415,684,"MAUL, E.; SCHUMANN, F.; HILL, B.H.E.; DOERNER, F.; BENNEK, H.; LAUCOU, V.; BOURSIQUOT, J.M.; LACOMBE, T.; ZYPRIAN, E.; EIBACH, R.; TOEPFER, R.",2013,Die Kreuzungseltern deutscher Rebenneuzüchtungen im Fokus - Was sagt der genetische Fingerabdruck?,,22
MAROC GROS,7418,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MAROC GROS,7418,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MAROC GROS,7418,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
MARQUIS,17279,40144,"BAUTISTA, J.; DANGL, G. S.; YANG, J.; REISCH, B.; STOVER, E.",2008,Use of genetic markers to assess pedigrees of grape cultivars and breeding program selections,,15
MARSANNE DE PAYS,15024,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MARSAOUI,22945,40347,"GHAFFARI, S.; HASNAOUI, N.; ZINELABIDINE, L. H.; FERCHICHI, A.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.",2014,Genetic diversity and parentage of Tunisian wild and cultivated grapevines (,10.1007/s11295-014-0746-9,
MARSELAN,16383,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MARSELAN,16383,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MARTINEZ ZAPORTA   5 A,7448,40833,"MIGLIARO, D.; DE LORENZIS, G.; DI LORENZO, G. S.; DE NARDI, B.; GARDIMAN, M.; FAILLA, O.; BRANCADORO, L.; CRESPAN, M.",2019,Grapevine Non-,10.5344/ajev.2019.18054,17
MATHIASZ JANOSNE,7503,40347,"GHAFFARI, S.; HASNAOUI, N.; ZINELABIDINE, L. H.; FERCHICHI, A.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.",2014,Genetic diversity and parentage of Tunisian wild and cultivated grapevines (,10.1007/s11295-014-0746-9,
MATHIASZ JANOSNE,7503,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MATHIASZ JANOSNE,7503,40152,"VARGAS, A.M.; TERESA DE ANDRES, M.; BORREGO, J.; IBANEZ, J.",2009,Pedigrees of fifty table-grape cultivars,,25
MATHILDE (COLLECTION TREVES),24625,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MATILDE,7512,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
MATILDE,7512,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MATILDE,7512,40151,"IBANEZ, J.; VARGAS, A. M.; PALANCAR, M.; BORREGO, J.; ANDRES, M. T. DE",2009,Genetic relationships among table-grape varieties,,25
MATILDE,7512,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MATILDE,7512,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
MATILDE,7512,40078,"ZULINI, L.; RUSSO, M.; PETERLUNGER, E.",2002,Genotyping wine and table grape cultivars from Apulia (Southern Italy) using microsatellite markers,10.5073/vitis.2002.41.183-187,25
MATRAI MUSKOTALY,15928,40218,"KISS, E.; KOZMA, P.; HALASZ, G.; VERES, A.; GALLI, Z.; SZOEKE, A.; HOFFMANN, S.; MOLNAR, S.; BALOGH, A.; HESZKY, L.",2005,Microsatellite based fingerprints and pedigree analysis of grapevine cultivars of Carpathian basin origin,,14
MATURANA BLANCA,7518,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
MATURANA BLANCA,7518,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
MAVROUD MK 4,15830,40192,"DZHAMBAZOVA, T.; HVARLEVA, T.; HADJINICOLI, A.; TSVETKOV, I.; ATANASSOV, A.; ATANASSOV, I.",2007,Characterization of grapevine rootstocks using microsatelite markers,10.1080/13102818.2007.10817414,14
MAVROUD MK 4,15830,753,"HVARLEVA, T.; RUSSANOV, K.; ATANASSOV I.",2005,Mircosatellite Markers for Characterization of Grape Geneteic Resources and Identification of QTLs for Important Agronomic Traits,10.1080/13102818.2005.10817291,11
MECHTA,7563,40858,"KARASTAN, O. M.; MULIUKINA, N. A.; PAPINA, O. S.",2018,Verification of grape pedigree by microsatellite analysis,10.3103/S0095452718050031,9
MEDINA,7583,40671,"TOTH-LENCSES, A. K.; KOZMA, P.; KISS, E.",2010,"Parentage Analysis in Hungarian Grape Cultivars of Seibel, Seyve-Villard Origin",,9
MEDOC NOIR,17316,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
MEJSKO BELO,25252,40875,"ZULJ MIHALJEVIC, M.; MALETIC, E.; PREINER, D.; ZDUNIC, G.; BUBOLA, M.; ZYPRIAN, E.; PEJIC, I.",2020,"Genetic diversity, population structure, and parentage analysis of Croatian grapevine germplasm",10.3390/genes11070737,28
